Id,Name,Short description,Gender,Country,Occupation,Birth year,Death year,Manner of death,Age of death
Q18808862,Frank Oski,American pediatrician,Male,NA,Researcher,1932,1996,natural causes,64
Q18808893,Richard E. Schermerhorn,New York politician,Male,United States of America,Politician,1927,1995,natural causes,68
Q18811029,Lucy Thomas,Welsh colliery owner (1781-1847),Female,Wales; Kingdom of Great Britain; United Kingdom of Great Britain and Ireland,Engineer,1781,1847,natural causes,66
Q18811320,Thomas Russell,English poet,Male,Kingdom of Great Britain,Artist,1762,1788,natural causes,26
Q18815161,Gustav Uhlig,German classical philologist and teacher,Male,Prussia; Baden,Teacher,1838,1914,natural causes,76
Q18817311,Ana Nahum,Uruguayan journalist and writer,Female,Uruguay,Artist,1969,2015,natural causes,46
Q18819993,Noel Thomas Keen,American plant physiologist (1940-2002),Male,United States of America,Researcher,1940,2002,natural causes,62
Q18821911,Vicky Clement Jones,"(1948–1987), physician and founder of the British Association for Cancer United Patients",Female,NA,Physician,1948,1987,natural causes,39
Q18851365,James Walker,Australian television writer,Male,Australia,Artist,1973,2015,natural causes,42
Q18880091,Lucy Atkinson,"traveller and writer, wife of Thomas Wiltlam Atkinson (1817-1893)",Female,United Kingdom of Great Britain and Ireland,Artist,1817,1893,natural causes,76
Q18883321,John Tay,American missionary,Male,NA,Religious figure,1832,1892,natural causes,60
Q18907422,Sofia Kuvshinnikova,"русская художница XIX века, ученица и возлюбленная Исаака Левитана",Female,Russian Empire,Artist,1847,1907,natural causes,60
Q18911795,Henry Harrison Straight,American school teacher,Male,United States of America,Researcher,1846,1886,natural causes,40
Q18913021,Joel Barkan,American political scientist,Male,United States of America,Researcher,1941,2014,natural causes,73
Q18921203,Bonnie Christensen,American writer,Female,United States of America,Artist,1951,2015,natural causes,64
Q18921207,Derek Robertson,Scottish footballer (1949-2015),Male,Scotland,Athlete,1949,2015,natural causes,66
Q18921891,Peter deCourcy Hero,American philanthropy consultant and former foundation and college president,Male,United States of America,NA,1942,2016,natural causes,74
Q18922241,Frances Stephens,golfer,Female,NA,Athlete,1924,1978,natural causes,54
Q18924496,Cecil Jackson-Cole,English entrepreneur and philanthropist,Male,United Kingdom; United Kingdom of Great Britain and Ireland,Businessperson,1901,1979,natural causes,78
Q18927099,John O'Brien,American professional basketball player,Male,NA,Athlete,1916,1994,natural causes,78
Q18927113,"Alphonse W. Salomone, Jr.",canadian-American hotelier (1919-1993),Male,NA,Businessperson,1919,1993,natural causes,74
Q18936039,Elsie Stephenson,British nurse and relief worker,Female,NA,Teacher,1916,1967,natural causes,51
Q18936317,William Thompson,English ironmaster and financier,Male,Kingdom of Great Britain; United Kingdom of Great Britain and Ireland,Politician,1792,1854,natural causes,62
Q18951229,Bobbi Kristina Brown,American television personality,Female,United States of America,Artist,1993,2015,natural causes,22
Q18977736,Barbara S. Brogliatti,NA,Female,United States of America,Executive; publicist,1946,2015,natural causes,69
Q19250900,Charles Micaud,French author and professor,Male,United States of America; France,Researcher,1910,1974,natural causes,64
Q19276599,Lin Colling,"New Zealand rugby union footballer, coach and administrator",Male,New Zealand,Athlete,1946,2003,natural causes,57
Q19276738,Julieta Marín Torres,Mexican politician,Female,Mexico,Politician,1944,2015,natural causes,71
Q19276887,Gene Ready,American politician,Male,United States of America,Politician,1941,2015,natural causes,74
Q19282140,Gbenga Adeboye,"Nigerian singer, comedian, radio presenter and master of ceremony",Male,Nigeria,Artist,1959,2003,natural causes,44
Q19282290,Paul Hiebert,American missionary,Male,United States of America,Religious figure,1932,2007,natural causes,75
Q19294821,Matías Funes,"Honduran politician, academic and writer",Male,Honduras,Politician,1952,2015,natural causes,63
Q19359533,"George Nattin, Jr.",American businessman and LSU basketball player,Male,United States of America,Athlete,1940,2014,natural causes,74
Q19361356,Nigel Priestley,New Zealand earthquake engineer,Male,New Zealand,Engineer,1943,2014,natural causes,71
Q19366110,Cristian Gómez,Argentine footballer (1987-2015),Male,Argentina,Athlete,1987,2015,natural causes,28
Q19407879,John Wright,American physician and botanist (1811-1846),Male,United States of America,Researcher,1811,1846,natural causes,35
Q19467772,Albertina Kerr,American historical figure,Female,NA,Organizational founder,1890,1911,natural causes,21
Q19518066,Theodore Newton,American actor (1904-1963),Male,United States of America,Artist,1904,1963,natural causes,59
Q19518916,William Oke,Canadian judge (1857-1923),Male,Canada,Judge,1857,1923,natural causes,66
Q19519297,Henrik Tamraz,Iranian weightlifter,Male,Iran,Weightlifter,1935,1996,natural causes,61
Q19519573,Thomas Babington Macaulay,Yoruba Nigerian priest and educator,Male,Nigeria,Researcher,1826,1878,natural causes,52
Q19519865,Andrew B. Jackson,American politician,Male,United States of America,Politician,1814,1878,natural causes,64
Q19520503,Floro Garrido,Spanish football player/manager (1952-2012),Male,Spain,Athlete,1952,2012,natural causes,60
Q19538806,Henry Augustus Ferguson,American painter,Male,United States of America,Artist,1842,1911,natural causes,69
Q19547970,Dorothy Rice Sims,"American aviator, bridge player, journalist, sportswoman",Female,United States of America,Athlete,1889,1960,natural causes,71
Q19560252,William Clemens,Australian public servant,Male,Australia,Civil servant,1873,1941,natural causes,68
Q19560297,Herman D. Crow,American politician,Male,United States of America,Politician,1851,1915,natural causes,64
Q19560776,Hugh Hudson,Australian politician,Male,Australia,Politician,1930,1993,natural causes,63
Q19560821,John William Israel,Australian public servant,Male,Australia,Civil servant,1850,1926,natural causes,76
Q19561095,Tamara Krikorian,artista d'instalaciones británica (1944–2009),Female,United Kingdom,Artist,1944,2009,natural causes,65
Q19577328,Bill Morris,American basketball player and coach,Male,United States of America,Athlete,1920,1995,natural causes,75
Q19577692,Doug Rollerson,"New Zealand rugby union footballer and administrator, and rugby league footballer",Male,New Zealand,Athlete,1953,2017,natural causes,64
Q19577721,Pat Ryan,New Zealand rugby union player,Male,New Zealand,Athlete,1950,1985,natural causes,35
Q19578040,Connor Michalek,American cancer victim,Male,NA,NA,2005,2014,natural causes,9
Q19586532,Lisa Bonchek Adams,novelist,Female,United States of America,Novelist; blogger,1969,2015,natural causes,46
Q19587743,June Fairchild,American actress (1946-2015),Female,United States of America,Artist,1946,2015,natural causes,69
Q19593654,Suzette Jordan,Indian women's-rights activist and anti-rape campaigner,Female,India,Human rights activist,1974,2015,natural causes,41
Q19593930,Celia Lashlie,New Zealand social justice advocate,Female,New Zealand,Artist,1953,2015,natural causes,62
Q19594811,Esther V. Yanai,American activist,Female,NA,NA,1928,2003,natural causes,75
Q19595427,Mina Arndt,New Zealand artist (1885-1926),Female,New Zealand,Artist,1885,1926,natural causes,41
Q19599080,Margot Drake,British actress (1899-1948),Female,United Kingdom; United Kingdom of Great Britain and Ireland,Artist,1899,1948,natural causes,49
Q19604744,Sally Fox,American lawyer,Female,United States of America,Politician,1951,2014,natural causes,63
Q19605369,Fred Pressman,empresariu estauxunidense (1923–1996),Male,United States of America,Businessperson,1923,1996,natural causes,73
Q19609897,Max Stenbeck,Swedish-American entrepreneur and financier,Male,United States of America,Entrepreneur,1985,2015,natural causes,30
Q19629091,John M. Lovett,Australian government administrator,Male,Australia,Civil servant,1943,2003,natural causes,60
Q19646603,Larry Ramos,"Guitarist, banjoist, vocalist",Male,United States of America,Artist,1942,2014,natural causes,72
Q19646652,Lillian Leach,American singer,Female,United States of America,Artist,1936,2013,natural causes,77
Q19648603,Petrona Álvarez de Carrera,"Wife of former Guatemalan President, Rafael Carrera",Female,Guatemala,Politician,1817,1857,natural causes,40
Q19654934,Joseph Ray Hodgson,Lifesaver,Male,NA,NA,1829,1908,natural causes,79
Q19661456,Clara Mountcastle,Canadian artist and author,Female,Canada,Artist,1837,1908,natural causes,71
Q19662610,Margaret Mungherera,Ugandan physician,Female,Uganda,Psychiatrist,1957,2017,natural causes,60
Q19664424,Eileen C. Dugan,New York politician,Female,United States of America,Politician,1945,1996,natural causes,51
Q19664567,Frederick L. Warder,New York politician,Male,United States of America,Politician,1912,1980,natural causes,68
Q19665690,Kate Granger,English doctor and campaigner for better patient care,Female,United Kingdom,Physician,1981,2016,natural causes,35
Q19666017,Horatio D. Sheppard,journalist,Male,NA,Journalist,1809,1879,natural causes,70
Q19666120,Paul Geisler,American football player (1909-1956),Male,United States of America,Athlete,1909,1956,natural causes,47
Q19666172,Myron Stout,American artist,Male,United States of America,Artist,1908,1987,natural causes,79
Q19666312,Charles Hubert Roberts,British surgeon,Male,NA,Gynaecologist; obstetrician,1865,1929,natural causes,64
Q19666317,Henry Walters,Australian public servant,Male,Australia,Civil servant,1868,1929,natural causes,61
Q19666616,Norman Jude,Australian politician,Male,Australia; United Kingdom of Great Britain and Ireland,Politician,1905,1975,natural causes,70
Q19667524,Charles Frederick Gale,NA,Male,NA,NA,1860,1928,natural causes,68
Q19667594,Herman W. Hellman,American banker,Male,United States of America,Banker; investment banker,1843,1906,natural causes,63
Q19667658,Benjamin Backhouse,"Australian architect, builder and politician",Male,Australia; United Kingdom of Great Britain and Ireland,Politician,1829,1904,natural causes,75
Q19667806,Willie Hobbs Moore,American physicist,Female,NA,Researcher,1934,1994,natural causes,60
Q19720839,Pieter Steinz,"Dutch journalist, literary critic and writer",Male,Kingdom of the Netherlands,Artist,1963,2016,natural causes,53
Q19737460,Virgilio Caballero,Mexican journalist,Male,Mexico,Journalist,1942,2019,natural causes,77
Q19750973,Doug Sax,American mastering engineer,Male,United States of America,Engineer,1936,2015,natural causes,79
Q19757567,Jacinta Coleman,New Zealand cyclist,Female,New Zealand,Athlete,1974,2017,natural causes,43
Q19766055,Rocío García Gaytán,Mexican politician,Female,Mexico,Politician,1959,2015,natural causes,56
Q19788098,Charles Wright,American writer,Male,United States of America,Artist,1932,2008,natural causes,76
Q19799254,Anne Bannister,British psychotherapist,Female,United Kingdom,Psychotherapist,1936,2015,natural causes,79
Q19800985,Stefanos Manikas,Greek politician,Male,Greece,Politician,1952,2015,natural causes,63
Q19814476,Antonio G. Valdeavellano,Guatemalan photographer,Male,Guatemala,Artist,1861,1928,natural causes,67
Q19814896,Hilde Stavik,Norwegian athletics competitor (1962-2015),Female,Norway,Athlete,1962,2015,natural causes,53
Q19816919,Barbara Strauch,American writer,Female,United States of America,Journalist,1951,2015,natural causes,64
Q19817209,Bartho Smit,South African writer,Male,South Africa,Artist,1924,1986,natural causes,62
Q19817692,John McKenna,Irish American civil servant,Male,Ireland,NA,1841,1898,natural causes,57
Q19819826,"Thomas Harrison Montgomery, Jr.",American zoologist,Male,United States of America,Researcher,1873,1912,natural causes,39
Q19822598,J. Karen Thomas,"American actor, stage actor and television actor (1965-2015)",Female,United States of America,Artist,1965,2015,natural causes,50
Q19826264,Samuel Adesina,Nigerian politician,Male,Nigeria,Politician,1958,2015,natural causes,57
Q19826752,Dick Balharry,"Scottish conservationist, writer, and wildlife photographer",Male,United Kingdom,Artist,1937,2015,natural causes,78
Q19829093,A. V. Coton,English ballet critic,Male,United Kingdom; United Kingdom of Great Britain and Ireland,Artist,1906,1969,natural causes,63
Q19832398,Claude Auger,chirurg,Male,NA,Surgeon,1951,2006,natural causes,55
Q19832402,Bill B. Bruhy,American politician,Male,United States of America,Politician,1916,1977,natural causes,61
Q19832403,Miriam Camp,American diplomat,Female,NA,Politician,1916,1994,natural causes,78
Q19832405,Harvey Locke Carey,American judge (1915-1984),Male,United States of America,Judge,1915,1984,natural causes,69
Q19832416,Karl Hackett,American actor (1893-1948),Male,United States of America,Artist,1893,1948,natural causes,55
Q19832421,Laurie Hendren,Canadian computer scientist,Female,Canada,Researcher,1958,2019,natural causes,61
Q19832424,Sydney M. Irmas,NA,Male,NA,Lawyer,1925,1996,natural causes,71
Q19832427,Ruth Kirk,New Zealand activist,Female,New Zealand,Politician,1922,2000,natural causes,78
Q19832437,Betty G. Miller,American painter,Female,United States of America,Artist,1934,2012,natural causes,78
Q19832445,Fred Puffer,American track and field athlete,Male,NA,Athlete,1871,1900,natural causes,29
Q19832449,Anne Rudloe,American marine biologist,Female,NA,Marine biologist,1947,2012,natural causes,65
Q19839467,Frank Peters Jr.,American journalist,Male,United States of America,Journalist,1930,2007,natural causes,77
Q19842097,Colin Bloomfield,British radio personality,Male,NA,Athlete,1982,2015,natural causes,33
Q19842099,Luis Ignacio Ortega Álvarez,Spanish jurist and judge (1953-2015),Male,Spain,Researcher,1953,2015,natural causes,62
Q19845112,Brian Buckley,Australian footballer,Male,Australia,Athlete,1936,2013,natural causes,77
Q19845130,Guy Darrell,British singer,Male,United Kingdom,Artist,1940,2013,natural causes,73
Q19845263,Ann Stepan,American politician,Female,United States of America,Politician,1943,2015,natural causes,72
Q19845270,Kalev Vann,Australian rules footballer,Male,NA,Athlete,1956,2011,natural causes,55
Q19849048,Paul Ryan,American actor (1945-2015),Male,United States of America,Artist,1945,2015,natural causes,70
Q19851126,Lisa Lynch,British journalist and writer about her cancer,Female,United Kingdom,Journalist,1979,2013,natural causes,34
Q19856938,Jeremy McMullen,British judge (1948-2015),Male,United Kingdom,Judge,1948,2015,natural causes,67
Q19857104,Marian Driscoll Jordan,American actress and radio personality (1898-1961),Female,United States of America,Artist,1898,1961,natural causes,63
Q19864509,Florence King,first woman patent attorney,Female,Americans,Lawyer,1870,1924,natural causes,54
Q19867440,Concepción Paredes,Spanish female triple jumper,Female,Spain,Athlete,1970,2019,natural causes,49
Q19872990,Jimmy Doyle,Australian musician,Male,Australia,Artist,1945,2006,natural causes,61
Q19873838,Richard Hambro,(1946-2009),Male,NA,Investment banker,1946,2009,natural causes,63
Q19873981,Edith Terry Bremer,American activist,Female,NA,NA,1885,1964,natural causes,79
Q19874097,John Stanislaus Hanlon,Australian journalist and politician,Male,Australia,Politician,1883,1949,natural causes,66
Q19874247,Audrey Hochberg,American politician,Female,United States of America,Politician,1933,2005,natural causes,72
Q19875070,George Lake,Australian politician,Male,United Kingdom of Great Britain and Ireland,Politician,1847,1900,natural causes,53
Q19875848,Corran McLachlan,químicu neozelandés (1944–2003),Male,New Zealand,Researcher,1944,2003,natural causes,59
Q19878572,Michael Greer,American actor (1938-2002),Male,United States of America,Artist,1938,2002,natural causes,64
Q19878670,Ada Hayden,"American botanist, educator, curator and preservationist (1884-1950)",Female,United States of America,Researcher,1884,1950,natural causes,66
Q19879126,Kathy Smith,Australian politician (1948-2017),Female,United Kingdom; Australia,Politician,1948,2017,natural causes,69
Q19892738,Vishnu Khare,"indischer Schriftsteller, Journalist, Literatur- und Filmkritiker sowie Übersetzer",Male,India,Artist,1940,2018,natural causes,78
Q19892983,Kuldip Kaur,Indian actress,Female,India; British Raj,Artist,1927,1960,natural causes,33
Q19893861,Bob Oliver,American football player (1947-2013),Male,United States of America,Athlete,1947,2013,natural causes,66
Q19893867,Martin Prashad,cricketer (1959-2000),Male,Canada,Athlete,1959,2000,natural causes,41
Q19904289,Georges Street,auteur,Male,NA,Author; theatre critic,1854,1908,natural causes,54
Q19904371,Dudley Peter Allen,"American surgeon, teacher, writer, and art patron",Male,United States of America,Surgeon,1852,1915,natural causes,63
Q19921424,Urbano Zea,Mexican swimmer,Male,Mexico,Athlete,1969,2018,natural causes,49
Q19957147,Tom Coyne,American mastering engineer,Male,United States of America,Engineer,1954,2017,natural causes,63
Q19958023,Harry Harpham,British politician (1954-2016),Male,United Kingdom,Politician,1954,2016,natural causes,62
Q19961069,Adam Kilgarriff,linguist from England,Male,NA,Researcher,1960,2015,natural causes,55
Q19962861,Paul Liao,Taiwanese businessperson,Male,Taiwan,Businessperson,1949,2015,natural causes,66
Q19972654,Renan Martins Pereira,Brazilian association football player,Male,Brazil,Athlete,1997,2017,natural causes,20
Q19974228,Honora Sneyd,English writer (1751-1780),Female,Kingdom of Great Britain,Artist,1751,1780,natural causes,29
Q19974368,Raymond Belmont II,American polo player,Male,NA,Athlete,1888,1934,natural causes,46
Q19974703,Joseph J. Hadfield,سياسي أمريكي,Male,United States of America,Politician,1844,1894,natural causes,50
Q19974726,John Marshall Hewitt,American politician,Male,United States of America,Politician,1841,1888,natural causes,47
Q19974965,Charlie Morley,Australian rules footballer,Male,NA,Athlete,1883,1919,natural causes,36
Q19975024,Frank Fuller Olney,American politician,Male,United States of America,Politician,1851,1903,natural causes,52
Q19976055,Harold Ritz,actor (1907-1986),Male,NA,Artist,1907,1986,natural causes,79
Q19984608,Rookie Brown,American professional basketball player,Male,United States of America,Athlete,1925,1971,natural causes,46
Q19994641,José Hawilla,Brazilian entrepreneurs,Male,Brazil,Athlete,1943,2018,natural causes,75
Q19996385,Robert G. Rayburn,American pastor and college president,Male,United States of America,NA,1915,1990,natural causes,75
Q20003656,John Barnes Wells,American singer and composer,Male,United States of America,Artist,1880,1935,natural causes,55
Q20005812,Julio Rocha Lopez,Nicaraguan football administrator,Male,Nicaragua,Athlete,1950,2018,natural causes,68
Q20010849,Carrie Cutter,American nurse,Female,NA,Nurse,1840,1862,natural causes,22
Q20010867,Beverly Grant,American actress and filmmaker (1936-1990),Female,United States of America,Artist,1936,1990,natural causes,54
Q20011730,Hugh Ambrose,American historian,Male,United States of America,Researcher,1966,2015,natural causes,49
Q20029544,Sandra Landy,English contract bridge player,Female,United Kingdom,Athlete,1938,2017,natural causes,79
Q20031245,Ray Kennedy,American jazz pianist,Male,United States of America,Artist,1957,2015,natural causes,58
Q20031445,Natalya Lagoda,Ukrainian singer (1973-2015),Female,Russia; Ukraine; Soviet Union,Artist,1973,2015,natural causes,42
Q20050607,Greg Standridge,politicus uit Verenigde Staten van Amerika (1967-2017),Male,United States of America,Politician,1967,2017,natural causes,50
Q20050733,Percy Roberts,Australian rules footballer,Male,NA,Athlete,1909,1943,natural causes,34
Q20050739,John Ryan,Australian diplomat and public servant,Male,Australia,Politician,1923,1987,natural causes,64
Q20058733,Lynn Miles,American activist,Male,United States of America,Human rights activist; activist,1943,2015,natural causes,72
Q20064435,Hugo Frederik Nierstrasz,Dutch zoologist (1872-1937),Male,Kingdom of the Netherlands,Researcher,1872,1937,natural causes,65
Q20064965,Vincent Musetto,American film critic and journalist,Male,United States of America,Journalist,1941,2015,natural causes,74
Q20090888,Helen Alexander,British businesswoman,Female,United Kingdom,Businessperson,1957,2017,natural causes,60
Q20114368,Phillip Toyne,Australian environmentalist,Male,Australia,Lawyer,1947,2015,natural causes,68
Q20155458,Barry Albin-Dyer,British funeral director,Male,United Kingdom,Funeral director,1951,2015,natural causes,64
Q20164487,Howard Paul Savage,9th national commander of the American Legion,Male,United States of America,Businessperson,1884,1944,natural causes,60
Q20179441,Sarah Kyolaba,Ugandan model and hairdresser (1955-2015),Female,Uganda,Hairdresser; model,1955,2015,natural causes,60
Q20179444,Larry Stuart,American athletics competitor,Male,United States of America,Athlete,1937,2015,natural causes,78
Q20202126,Joe Eula,American fashion illustrator,Male,United States of America,Artist,1925,2004,natural causes,79
Q20313339,Frederick Birrell,Australian politician,Male,Australia; United Kingdom of Great Britain and Ireland,Politician,1869,1939,natural causes,70
Q20426468,Clovis Fernandes,brasilianischer Sportler,Male,Brazil,Athlete,1954,2015,natural causes,61
Q20452114,Syed Nasir Syed Ismail,Speaker of Parliament,Male,Malaysia,Politician,1921,1982,natural causes,61
Q20486996,Benjamin Burr,American businessman and politician,Male,NA,Politician,1818,1894,natural causes,76
Q20528366,Andres Ammas,Estonian politician,Male,Estonia,Politician,1962,2018,natural causes,56
Q20630482,John Flett,British fashion designer,Male,United Kingdom,Fashion designer,1963,1991,natural causes,28
Q20638875,Raymond Keiller Butchart,Scottish mathematician,Male,NA,Researcher,1888,1930,natural causes,42
Q20640423,Herman Willem van der Weele,Dutch entomologist,Male,Kingdom of the Netherlands,Researcher,1879,1910,natural causes,31
Q20641961,Phil Cates,American politician,Male,United States of America,Politician,1947,2014,natural causes,67
Q20646881,Julio Angel,Puerto Rican musician,Male,United States of America,Artist,1945,2015,natural causes,70
Q20648428,Barbara Turnbull,Canadian journalist and activist,Female,Canada,Journalist,1965,2015,natural causes,50
Q20656840,John David Crawford,American mathematician (1954-1998),Male,United States of America,Researcher,1954,1998,natural causes,44
Q20667740,Bruno Destrée,"Belgian poet, art critic, monk and translator",Male,Belgium,Artist,1867,1919,natural causes,52
Q20668462,Jimmy Edwards,liedschrijver,Male,NA,Artist,1949,2015,natural causes,66
Q20668464,Hamid Golpira,"Iranian journalist, writer and activist",Male,Iran,Artist,1960,2015,natural causes,55
Q20668465,Liezl Martinez,actor (1967-2015),Female,Philippines,Artist,1967,2015,natural causes,48
Q20671511,Ercole Marelli,Italian entrepreneur (1867-1922),Male,Kingdom of Italy,Entrepreneur,1867,1922,natural causes,55
Q20671988,Sharon Bryant,American tribal politician,Female,United States of America,Politician,1961,2015,natural causes,54
Q20671999,T.J. Martinez,American catholic priest,Male,United States of America,Religious figure,1970,2014,natural causes,44
Q20676520,Jeremy Dwyer,politicus,Male,NA,Politician,1947,2005,natural causes,58
Q20677149,Tony Figueira,Namibian photographer,Male,Namibia,Artist,1959,2017,natural causes,58
Q20679415,Bruno Marchesini,Italian Roman Catholic seminarian,Male,NA,NA,1915,1938,natural causes,23
Q20683833,Ray Alexander,American musician,Male,United States of America,Artist,1925,2002,natural causes,77
Q20687602,Jack Wilson,Northern Irish born novelist (1937-1997),Male,United Kingdom,Artist,1937,1997,natural causes,60
Q20709311,"John F. Byrne, Sr.",American politician,Male,United States of America,Politician,1911,1965,natural causes,54
Q20711064,Bert A. Clemens,politicus,Male,NA,Politician,1874,1935,natural causes,61
Q20711710,Thomas H. Maguire,NA,Male,NA,Athlete,1877,1915,natural causes,38
Q20713521,David Sutherland,Australian politician,Male,Australia,Politician,1803,1879,natural causes,76
Q20719880,James Wilson,"Irish-born American journalist, politician, and grandfather of US President",Male,NA,Politician,1787,1850,natural causes,63
Q20720182,Jane Aaron,American animator,Female,United States of America,Artist,1948,2015,natural causes,67
Q20732620,Alun Herbert Davies,first director of the Welsh Books Council,Male,United Kingdom,Director,1927,2005,natural causes,78
Q20737909,Pierre el-Khoury,Lebanese architect,Male,NA,Architect,1930,2005,natural causes,75
Q20737939,Red Lane,American singer and musician,Male,United States of America,Artist,1939,2015,natural causes,76
Q20738459,Charles William Woodward,American Chief Judge in Maryland,Male,United States of America,Teacher,1895,1969,natural causes,74
Q20739055,Charlie McMillan,Australian rules footballer,Male,NA,Athlete,1887,1911,natural causes,24
Q20739070,Arthur Pearce,Australian rules footballer,Male,NA,Athlete,1881,1902,natural causes,21
Q20739384,Thomas Parker,English electrical engineer and inventor,Male,United Kingdom of Great Britain and Ireland,Engineer,1843,1915,natural causes,72
Q20739742,James B. Ricks,American judge,Male,United States of America,Judge,1852,1906,natural causes,54
Q20741146,Robert Cottrell,Australian politician,Male,United Kingdom of Great Britain and Ireland,Athlete,1815,1880,natural causes,65
Q20741186,John Rowe,Australian politician,Male,United Kingdom of Great Britain and Ireland,Politician,1816,1886,natural causes,70
Q20741895,Judi Hofer,American businessperson,Female,United States of America,Businessperson,1940,2013,natural causes,73
Q20742226,Park Hyun-ki,Korean video artist,Male,NA,Artist,1942,2000,natural causes,58
Q20742417,Montse Watkins,Spanish journalist (1955-2000),Female,Spain,Artist,1955,2000,natural causes,45
Q20745101,Magdalena Mora,"Mexican activist, feminist, labor organizer, scholar, and writer",Female,Mexico,Artist,1952,1981,natural causes,29
Q20745833,Scott Sims,American veterinarian and television personality,Male,United States of America,Veterinarian,1955,2015,natural causes,60
Q20747023,Henry Hoolulu Pitman,American Civil War soldier,Male,Kingdom of Hawaiʻi,Military personnel,1845,1863,natural causes,18
Q20749010,Alina Rodríguez,Cuban actress,Female,Cuba,Artist,1951,2015,natural causes,64
Q20751790,John Rounsevell,Australian politician,Male,Australia; United Kingdom of Great Britain and Ireland,Politician,1836,1902,natural causes,66
Q20752450,Donald D. Dorfman,"American university teacher, psychologist and radiologist (1933-2001)",Male,United States of America,Teacher,1933,2001,natural causes,68
Q20754570,Alessandro Felici,Italian composer,Male,Grand Duchy of Tuscany,Artist,1742,1772,natural causes,30
Q20769411,Marion Palfi,American photographer,Female,Germany,Artist,1907,1978,natural causes,71
Q20788789,Carol Brown Janeway,British editor and translator,Female,United Kingdom,Translator,1944,2015,natural causes,71
Q20807252,Frank Fairbairn Crawford,British officer and cricketer (1850-1900),Male,United Kingdom of Great Britain and Ireland,Athlete,1850,1900,natural causes,50
Q20808896,Carolyn Kaelin,American surgeon (1961-2015),Female,United States of America,Surgeon,1961,2015,natural causes,54
Q20808901,Mexicano 777,Puerto Rican rapper,Male,Puerto Rico,Artist,1972,2015,natural causes,43
Q20810268,Arturo Macapagal,Filipino sport shooter,Male,Philippines,Athlete,1942,2015,natural causes,73
Q20810449,Allen S. Baker,politician,Male,NA,Politician,1842,1916,natural causes,74
Q20810921,Jerry Gershwin,American movie producer,Male,United States of America,Businessperson,1926,1997,natural causes,71
Q20810939,Carl Graf,American painter (1892-1947),Male,United States of America,Artist,1892,1947,natural causes,55
Q20810956,Theodore Hack,Mayor of Port Adelaide (1873-1880),Male,Australia; United Kingdom of Great Britain and Ireland,Politician,1840,1902,natural causes,62
Q20811092,Joseph B. Lynch,religious figure,Male,NA,NA,1840,1900,natural causes,60
Q20811153,Walter E. Lauer,militair,Male,NA,Military personnel,1893,1966,natural causes,73
Q20831549,Fay Chiang,"Asian American poet, writer and visual artist",Female,United States of America,Artist,1952,2017,natural causes,65
Q20857922,Richard S. Emmet Jr.,politician,Male,NA,Politician,1871,1897,natural causes,26
Q20857991,Andries Hudde,New Netherland official,Male,Dutch Republic,Artist,1608,1663,natural causes,55
Q20858058,Vincent Liff,NA,Male,NA,Casting director,1951,2003,natural causes,52
Q20870013,R. J. G. Savage,British palaeontologist,Male,United Kingdom,Paleontologist,1927,1998,natural causes,71
Q20872849,Lou Gardiner,New Zealand officer,Male,New Zealand,Military personnel,1952,2015,natural causes,63
Q20872871,Jazz Summers,British music manager,Male,United Kingdom,Talent manager; talent agent,1944,2015,natural causes,71
Q20880365,Marcy Borders,subject of iconic 9/11 photograph,Female,United States of America,Civil servant,1973,2015,natural causes,42
Q20894733,William Keolaloa Sumner,NA,Male,Kingdom of Hawaiʻi,Politician,1816,1885,natural causes,69
Q20898853,Denise Marshall,British feminist campaigner,Female,United Kingdom,Feminist,1961,2015,natural causes,54
Q20908934,Carmelo Larrea,Spanish composer and pianist (1908-1980),Male,Spain,Artist,1908,1980,natural causes,72
Q20922107,Domenico Mazzarella,italský římskokatolický duchovní a františkán,Male,NA,Religious figure,1802,1854,natural causes,52
Q20962505,Ada Mary à Beckett,"Australian biologist, academic and educationist (1872-1948)",Female,Australia,Teacher,1872,1948,natural causes,76
Q20962539,Catherine N. Norton,American librarian,Female,United States of America,Librarian; justice of the peace,1941,2014,natural causes,73
Q20962865,Yūji Kinoshita,Japanese poet,Male,Japan,Artist,1914,1965,natural causes,51
Q20968803,Peter Gillen,Australian storekeeper and politician,Male,United Kingdom of Great Britain and Ireland,Politician,1858,1896,natural causes,38
Q20970331,Gabrielle Burton,American novelist and screenwriter,Female,United States of America,Artist,1939,2015,natural causes,76
Q20973529,Guy N. Collins,American botanist (1872-1938),Male,United States of America,Researcher,1872,1938,natural causes,66
Q20979424,Sarah Lucille Turner,American politician,Female,United States of America,Politician,1898,1972,natural causes,74
Q20979718,Robin Fox,"English actor, theatrical agent",Male,NA,Talent agent,1913,1971,natural causes,58
Q20983292,Etta Semple,American politician,Female,United States of America,Politician,1854,1914,natural causes,60
Q20983348,Herbert Hudd,Australian politician,Male,Australia; United Kingdom of Great Britain and Ireland,Politician,1881,1948,natural causes,67
Q20985813,Freddie Joe Steinmark,American football player,Male,NA,Athlete,1949,1971,natural causes,22
Q20987304,Harvey Washington Walter,NA,Male,NA,Lawyer,1819,1878,natural causes,59
Q20987328,Samuel McKinney,NA,Male,United Kingdom of Great Britain and Ireland,NA,1807,1879,natural causes,72
