id,fantasy1,fantasy2,fantasy3,fantasy4,fantasy5,fantasy6,fantasy7,empathic_concern_1,empathic_concern_2,empathic_concern_3,empathic_concern_4,empathic_concern_5,empathic_concern_6,empathic_concern_7,personal_distress1,personal_distress2,personal_distress3,personal_distress4,personal_distress5,personal_distress6,role_taking1,role_taking2,role_taking3,role_taking4,role_taking5,role_taking6,prejudice_denial1,prejudice_denial2,prejudice_denial3,prejudice_denial4,prejudice_denial5,prejudice_denial6,prejudice_denial7,prejudice_denial8,prejudice_denial9,statement_of_differences1,statement_of_differences2,statement_of_differences3,statement_of_differences4,statement_of_differences5,negative_affects1,negative_affects2,negative_affects3,negative_affects4,negative_affects5,negative_affects6,negative_affects7,negative_affects8,negative_affects9,negative_affects10,positive_affects1,positive_affects2,positive_affects3,positive_affects4,positive_affects5,positive_affects6,positive_affects7,positive_affects8,positive_affects9,positive_affects10,gender,age,race,marital_status,household_income,family_members,academic_background
152.00,1.00,3.00,3.00,3.00,4.00,3.00,3.00,4.00,5.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,4.00,1.00,3.00,1.00,4.00,1.00,1.00,4.00,1.00,3.00,1.00,1.00,1.00,3.00,1.00,2.00,5.00,3.00,1.00,3.00,3.00,2.00,3.00,2.00,4.00,2.00,2.00,2.00,2.00,2.00,3.00,4.00,2.00,3.00,2.00,Female,29.00,brown,single,3000.00,4.00,social_sciences_arts_education
153.00,3.00,4.00,4.00,4.00,4.00,5.00,2.00,5.00,5.00,4.00,3.00,4.00,4.00,4.00,5.00,5.00,5.00,2.00,4.00,3.00,4.00,4.00,3.00,4.00,4.00,3.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,4.00,4.00,4.00,3.00,2.00,2.00,3.00,2.00,3.00,4.00,3.00,3.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,Female,20.00,brown,single,4000.00,5.00,social_sciences_arts_education
154.00,4.00,4.00,4.00,4.00,5.00,3.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,4.00,4.00,4.00,2.00,5.00,2.00,5.00,2.00,3.00,4.00,4.00,5.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,4.00,1.00,1.00,1.00,2.00,3.00,2.00,5.00,5.00,3.00,5.00,5.00,4.00,4.00,4.00,4.00,3.00,4.00,5.00,5.00,5.00,3.00,3.00,3.00,Female,18.00,white,single,4317.00,2.00,social_sciences_arts_education
155.00,4.00,3.00,5.00,4.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,4.00,2.00,2.00,5.00,5.00,5.00,4.00,5.00,3.00,5.00,1.00,5.00,2.00,1.00,5.00,1.00,1.00,1.00,5.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,5.00,5.00,1.00,5.00,4.00,5.00,2.00,5.00,4.00,5.00,5.00,5.00,3.00,3.00,3.00,4.00,5.00,4.00,5.00,5.00,5.00,3.00,3.00,Female,19.00,asian,single,1500.00,5.00,healthcare 
156.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,5.00,5.00,5.00,2.00,4.00,5.00,5.00,1.00,4.00,2.00,4.00,5.00,5.00,5.00,4.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,1.00,1.00,1.00,4.00,5.00,5.00,5.00,5.00,1.00,2.00,4.00,4.00,3.00,3.00,4.00,4.00,4.00,3.00,4.00,3.00,4.00,4.00,4.00,Female,21.00,asian,single,2000.00,5.00,social_sciences_arts_education
157.00,3.00,4.00,3.00,2.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,3.00,4.00,4.00,5.00,4.00,2.00,4.00,1.00,4.00,3.00,3.00,3.00,2.00,5.00,5.00,1.00,4.00,5.00,1.00,2.00,3.00,1.00,3.00,2.00,2.00,5.00,4.00,2.00,3.00,2.00,3.00,4.00,3.00,1.00,3.00,3.00,2.00,3.00,3.00,4.00,4.00,5.00,5.00,4.00,4.00,3.00,4.00,4.00,Male,19.00,white,single,4000.00,5.00,healthcare 
158.00,3.00,5.00,4.00,4.00,5.00,5.00,5.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,2.00,5.00,3.00,5.00,5.00,5.00,3.00,2.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,7.00,5.00,1.00,5.00,4.00,5.00,2.00,4.00,2.00,5.00,5.00,4.00,5.00,2.00,3.00,3.00,5.00,3.00,1.00,3.00,5.00,1.00,2.00,Female,24.00,brown,single,1800.00,2.00,healthcare 
159.00,2.00,4.00,4.00,1.00,3.00,4.00,1.00,5.00,5.00,3.00,4.00,4.00,3.00,3.00,3.00,3.00,2.00,2.00,3.00,2.00,5.00,4.00,4.00,3.00,3.00,3.00,1.00,1.00,2.00,2.00,1.00,1.00,3.00,1.00,1.00,1.00,3.00,4.00,4.00,1.00,2.00,5.00,4.00,4.00,2.00,1.00,2.00,2.00,2.00,4.00,3.00,3.00,3.00,3.00,3.00,3.00,4.00,2.00,3.00,3.00,Female,31.00,brown,single,2000.00,3.00,healthcare 
160.00,3.00,4.00,5.00,4.00,4.00,5.00,4.00,5.00,5.00,5.00,4.00,3.00,4.00,3.00,4.00,3.00,4.00,2.00,3.00,3.00,4.00,5.00,3.00,3.00,4.00,5.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,4.00,1.00,2.00,3.00,2.00,3.00,2.00,1.00,2.00,2.00,2.00,3.00,3.00,4.00,2.00,3.00,3.00,4.00,5.00,3.00,2.00,3.00,Female,23.00,black,single,3500.00,5.00,social_sciences_arts_education
161.00,2.00,4.00,4.00,2.00,4.00,5.00,3.00,5.00,5.00,4.00,3.00,2.00,2.00,1.00,4.00,3.00,3.00,1.00,3.00,1.00,4.00,5.00,5.00,4.00,2.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,4.00,4.00,3.00,4.00,3.00,4.00,3.00,2.00,2.00,3.00,3.00,3.00,3.00,4.00,3.00,5.00,3.00,3.00,3.00,Female,23.00,black,single,6000.00,7.00,social_sciences_arts_education
162.00,2.00,2.00,2.00,2.00,2.00,5.00,5.00,3.00,4.00,4.00,4.00,3.00,3.00,2.00,4.00,5.00,4.00,5.00,4.00,4.00,4.00,4.00,3.00,5.00,5.00,5.00,1.00,3.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,4.00,5.00,5.00,2.00,2.00,3.00,4.00,2.00,5.00,2.00,2.00,2.00,3.00,3.00,4.00,4.00,3.00,1.00,2.00,Female,18.00,brown,single,1000.00,3.00,social_sciences_arts_education
163.00,2.00,3.00,4.00,3.00,5.00,4.00,5.00,4.00,5.00,5.00,3.00,4.00,3.00,1.00,2.00,2.00,3.00,2.00,4.00,2.00,4.00,4.00,5.00,4.00,3.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,4.00,5.00,5.00,1.00,2.00,4.00,4.00,4.00,5.00,5.00,2.00,5.00,5.00,3.00,2.00,4.00,2.00,2.00,5.00,2.00,Male,23.00,brown,single,1500.00,4.00,exact_ biological_sciences
164.00,3.00,4.00,4.00,2.00,4.00,5.00,5.00,4.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,3.00,3.00,3.00,3.00,2.00,3.00,1.00,1.00,1.00,3.00,1.00,1.00,3.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,2.00,4.00,4.00,4.00,3.00,3.00,2.00,5.00,2.00,3.00,3.00,3.00,5.00,4.00,3.00,3.00,4.00,2.00,3.00,3.00,Female,20.00,white,single,3500.00,4.00,exact_ biological_sciences
165.00,2.00,2.00,2.00,2.00,5.00,5.00,3.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,5.00,4.00,5.00,2.00,3.00,3.00,3.00,3.00,3.00,3.00,5.00,3.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,4.00,2.00,1.00,5.00,5.00,5.00,5.00,5.00,2.00,3.00,3.00,4.00,5.00,1.00,1.00,5.00,3.00,1.00,1.00,3.00,1.00,1.00,3.00,Female,27.00,white,single,1500.00,3.00,exact_ biological_sciences
166.00,3.00,5.00,5.00,2.00,3.00,5.00,4.00,3.00,4.00,3.00,2.00,4.00,2.00,3.00,3.00,5.00,5.00,4.00,3.00,2.00,5.00,5.00,5.00,4.00,3.00,4.00,1.00,1.00,2.00,1.00,1.00,1.00,3.00,1.00,3.00,1.00,3.00,4.00,3.00,1.00,3.00,4.00,5.00,5.00,2.00,1.00,2.00,1.00,1.00,3.00,4.00,3.00,3.00,5.00,4.00,2.00,5.00,4.00,3.00,4.00,Female,25.00,brown,single,2000.00,4.00,exact_ biological_sciences
167.00,2.00,3.00,2.00,3.00,3.00,4.00,4.00,2.00,1.00,2.00,2.00,3.00,2.00,2.00,2.00,3.00,2.00,2.00,3.00,2.00,1.00,3.00,5.00,3.00,2.00,3.00,2.00,1.00,3.00,1.00,3.00,3.00,2.00,1.00,1.00,3.00,1.00,5.00,5.00,3.00,3.00,4.00,4.00,2.00,4.00,4.00,2.00,4.00,2.00,3.00,2.00,3.00,4.00,3.00,3.00,4.00,3.00,4.00,4.00,4.00,Male,24.00,brown,single,600.00,3.00,exact_ biological_sciences
168.00,4.00,4.00,4.00,3.00,5.00,4.00,3.00,5.00,5.00,5.00,4.00,2.00,4.00,4.00,4.00,5.00,5.00,2.00,4.00,2.00,5.00,3.00,3.00,4.00,5.00,4.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,2.00,2.00,1.00,1.00,2.00,4.00,3.00,2.00,3.00,1.00,2.00,3.00,2.00,2.00,3.00,3.00,3.00,4.00,4.00,4.00,5.00,4.00,3.00,4.00,Female,21.00,brown,single,1500.00,4.00,social_sciences_arts_education
169.00,4.00,4.00,1.00,4.00,5.00,5.00,4.00,2.00,4.00,3.00,1.00,3.00,1.00,3.00,2.00,4.00,3.00,3.00,2.00,1.00,5.00,3.00,3.00,3.00,2.00,5.00,4.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,3.00,6.00,6.00,2.00,3.00,5.00,5.00,1.00,2.00,3.00,4.00,3.00,1.00,4.00,4.00,3.00,4.00,5.00,3.00,2.00,5.00,4.00,2.00,3.00,Male,19.00,brown,single,4000.00,4.00,exact_ biological_sciences
170.00,3.00,4.00,5.00,4.00,4.00,4.00,3.00,5.00,5.00,5.00,4.00,5.00,4.00,3.00,4.00,5.00,5.00,3.00,5.00,3.00,5.00,4.00,3.00,3.00,2.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,7.00,1.00,2.00,2.00,5.00,2.00,2.00,3.00,5.00,5.00,4.00,5.00,5.00,4.00,4.00,2.00,4.00,3.00,3.00,4.00,3.00,2.00,2.00,3.00,2.00,4.00,3.00,Female,18.00,brown,single,5000.00,5.00,exact_ biological_sciences
171.00,3.00,3.00,4.00,3.00,4.00,5.00,5.00,5.00,5.00,4.00,5.00,4.00,5.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,4.00,2.00,5.00,3.00,2.00,5.00,1.00,1.00,2.00,3.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,4.00,4.00,1.00,5.00,4.00,4.00,3.00,3.00,2.00,3.00,5.00,4.00,3.00,2.00,2.00,3.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,Male,19.00,white,single,8000.00,4.00,exact_ biological_sciences
172.00,5.00,5.00,4.00,3.00,5.00,4.00,3.00,5.00,5.00,5.00,5.00,4.00,4.00,2.00,4.00,3.00,3.00,3.00,5.00,3.00,4.00,5.00,4.00,5.00,4.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,7.00,2.00,3.00,1.00,7.00,7.00,2.00,3.00,4.00,3.00,3.00,2.00,4.00,2.00,1.00,2.00,2.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,Male,18.00,brown,single,2000.00,3.00,social_sciences_arts_education
173.00,2.00,2.00,1.00,2.00,2.00,4.00,4.00,4.00,2.00,4.00,2.00,4.00,3.00,2.00,2.00,2.00,4.00,2.00,1.00,1.00,2.00,5.00,5.00,4.00,2.00,3.00,1.00,3.00,2.00,3.00,1.00,1.00,2.00,1.00,2.00,1.00,4.00,4.00,6.00,1.00,2.00,4.00,2.00,2.00,2.00,1.00,2.00,1.00,3.00,3.00,2.00,2.00,2.00,4.00,4.00,5.00,2.00,2.00,3.00,3.00,Male,19.00,brown,single,7000.00,5.00,exact_ biological_sciences
174.00,4.00,5.00,4.00,3.00,3.00,5.00,3.00,5.00,5.00,4.00,4.00,4.00,1.00,1.00,5.00,5.00,4.00,4.00,2.00,1.00,5.00,4.00,5.00,2.00,2.00,4.00,3.00,2.00,4.00,4.00,3.00,1.00,3.00,1.00,5.00,4.00,4.00,4.00,4.00,4.00,3.00,5.00,5.00,2.00,5.00,2.00,3.00,4.00,3.00,4.00,4.00,3.00,4.00,5.00,3.00,2.00,4.00,4.00,2.00,5.00,Female,18.00,white,single,5000.00,5.00,exact_ biological_sciences
175.00,1.00,4.00,3.00,3.00,2.00,5.00,4.00,5.00,5.00,5.00,4.00,4.00,2.00,2.00,4.00,4.00,5.00,2.00,4.00,1.00,4.00,4.00,5.00,4.00,3.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,3.00,5.00,5.00,3.00,3.00,2.00,3.00,2.00,4.00,4.00,4.00,3.00,3.00,5.00,3.00,3.00,4.00,4.00,3.00,5.00,Female,19.00,white,single,3500.00,4.00,healthcare 
176.00,2.00,3.00,5.00,3.00,3.00,5.00,3.00,3.00,4.00,3.00,3.00,3.00,2.00,5.00,5.00,5.00,5.00,3.00,2.00,3.00,2.00,5.00,3.00,4.00,3.00,3.00,3.00,6.00,6.00,5.00,3.00,5.00,7.00,3.00,4.00,4.00,4.00,4.00,4.00,6.00,2.00,3.00,2.00,3.00,4.00,3.00,3.00,3.00,4.00,3.00,2.00,2.00,4.00,4.00,4.00,3.00,3.00,3.00,3.00,3.00,Male,20.00,black,single,998.00,2.00,exact_ biological_sciences
177.00,4.00,2.00,2.00,2.00,3.00,4.00,3.00,4.00,3.00,3.00,4.00,4.00,2.00,2.00,2.00,4.00,3.00,1.00,3.00,2.00,4.00,3.00,5.00,3.00,4.00,3.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,4.00,2.00,1.00,4.00,4.00,2.00,5.00,3.00,1.00,4.00,2.00,2.00,2.00,3.00,2.00,4.00,4.00,5.00,3.00,4.00,3.00,3.00,4.00,5.00,4.00,Male,19.00,brown,single,1200.00,4.00,social_sciences_arts_education
178.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,5.00,5.00,5.00,3.00,5.00,2.00,5.00,4.00,5.00,4.00,5.00,4.00,5.00,5.00,1.00,1.00,2.00,5.00,1.00,1.00,2.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,4.00,4.00,3.00,3.00,2.00,4.00,4.00,4.00,4.00,4.00,Female,19.00,brown,single,2500.00,3.00,exact_ biological_sciences
179.00,3.00,4.00,4.00,3.00,4.00,2.00,4.00,3.00,4.00,3.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,2.00,3.00,2.00,5.00,5.00,5.00,5.00,5.00,5.00,1.00,1.00,1.00,2.00,1.00,1.00,4.00,2.00,2.00,1.00,1.00,2.00,1.00,1.00,3.00,4.00,3.00,4.00,2.00,1.00,2.00,2.00,1.00,2.00,4.00,3.00,5.00,5.00,5.00,2.00,3.00,3.00,3.00,3.00,Female,19.00,white,single,11000.00,4.00,exact_ biological_sciences
180.00,4.00,4.00,5.00,3.00,5.00,5.00,3.00,4.00,4.00,3.00,4.00,4.00,4.00,2.00,5.00,3.00,4.00,2.00,4.00,3.00,4.00,4.00,3.00,4.00,3.00,4.00,1.00,1.00,3.00,1.00,1.00,2.00,2.00,1.00,3.00,1.00,1.00,2.00,1.00,1.00,4.00,4.00,3.00,3.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,3.00,5.00,4.00,5.00,3.00,4.00,4.00,4.00,5.00,Female,18.00,white,single,1489.00,2.00,exact_ biological_sciences
181.00,4.00,5.00,5.00,4.00,3.00,5.00,5.00,3.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,5.00,5.00,3.00,3.00,3.00,4.00,3.00,4.00,3.00,4.00,4.00,1.00,1.00,1.00,4.00,1.00,1.00,3.00,1.00,2.00,4.00,2.00,6.00,4.00,4.00,3.00,4.00,4.00,5.00,5.00,3.00,4.00,4.00,1.00,4.00,2.00,3.00,3.00,4.00,3.00,2.00,5.00,3.00,2.00,3.00,Male,19.00,brown,single,980.00,3.00,social_sciences_arts_education
182.00,5.00,5.00,5.00,3.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,4.00,4.00,2.00,3.00,3.00,2.00,1.00,2.00,1.00,5.00,4.00,5.00,5.00,5.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,7.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,3.00,2.00,3.00,2.00,2.00,3.00,1.00,2.00,4.00,4.00,3.00,4.00,4.00,4.00,4.00,3.00,3.00,4.00,Male,26.00,brown,single,1700.00,3.00,social_sciences_arts_education
183.00,3.00,4.00,5.00,2.00,4.00,5.00,2.00,5.00,5.00,3.00,4.00,5.00,4.00,3.00,3.00,4.00,4.00,2.00,3.00,3.00,5.00,4.00,4.00,3.00,2.00,3.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,4.00,5.00,3.00,5.00,3.00,2.00,3.00,3.00,3.00,2.00,2.00,2.00,3.00,5.00,5.00,4.00,4.00,4.00,3.00,4.00,Female,18.00,white,single,6000.00,4.00,social_sciences_arts_education
184.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,4.00,5.00,5.00,3.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,5.00,7.00,1.00,1.00,4.00,7.00,4.00,7.00,7.00,7.00,1.00,7.00,5.00,5.00,5.00,5.00,5.00,5.00,3.00,5.00,5.00,5.00,3.00,3.00,3.00,5.00,5.00,4.00,5.00,4.00,3.00,2.00,Male,18.00,black,single,900.00,2.00,social_sciences_arts_education
185.00,3.00,5.00,4.00,3.00,3.00,5.00,5.00,4.00,4.00,5.00,4.00,4.00,3.00,2.00,5.00,3.00,5.00,1.00,5.00,2.00,5.00,4.00,5.00,5.00,5.00,5.00,4.00,2.00,3.00,3.00,4.00,1.00,5.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,5.00,5.00,5.00,3.00,5.00,5.00,3.00,3.00,4.00,3.00,2.00,4.00,5.00,4.00,4.00,4.00,4.00,5.00,4.00,Female,20.00,brown,single,990.00,3.00,social_sciences_arts_education
186.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,4.00,4.00,4.00,4.00,3.00,5.00,4.00,4.00,5.00,4.00,4.00,4.00,3.00,4.00,5.00,5.00,2.00,2.00,3.00,3.00,1.00,1.00,2.00,1.00,4.00,2.00,3.00,2.00,2.00,2.00,4.00,5.00,5.00,5.00,3.00,1.00,2.00,2.00,4.00,4.00,1.00,2.00,3.00,4.00,2.00,1.00,4.00,1.00,1.00,2.00,Female,20.00,brown,single,400.00,3.00,social_sciences_arts_education
187.00,5.00,5.00,5.00,4.00,5.00,4.00,5.00,4.00,5.00,5.00,5.00,5.00,4.00,4.00,4.00,3.00,2.00,1.00,1.00,1.00,5.00,4.00,4.00,4.00,5.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,3.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,1.00,4.00,3.00,4.00,5.00,5.00,5.00,2.00,4.00,2.00,5.00,Female,19.00,white,single,5000.00,2.00,social_sciences_arts_education
188.00,3.00,2.00,2.00,1.00,4.00,4.00,4.00,4.00,5.00,3.00,3.00,3.00,2.00,1.00,2.00,3.00,2.00,3.00,2.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,5.00,3.00,4.00,3.00,2.00,7.00,4.00,4.00,4.00,5.00,4.00,3.00,4.00,4.00,3.00,3.00,2.00,2.00,3.00,2.00,4.00,2.00,2.00,2.00,2.00,4.00,3.00,3.00,3.00,2.00,4.00,Male,19.00,brown,single,1600.00,4.00,exact_ biological_sciences
189.00,2.00,5.00,3.00,3.00,5.00,5.00,1.00,4.00,4.00,4.00,3.00,2.00,3.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,5.00,5.00,3.00,5.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,1.00,4.00,5.00,5.00,5.00,2.00,1.00,1.00,1.00,5.00,5.00,2.00,2.00,1.00,5.00,3.00,5.00,5.00,1.00,3.00,2.00,Male,20.00,brown,single,800.00,4.00,exact_ biological_sciences
190.00,1.00,4.00,3.00,1.00,5.00,3.00,1.00,5.00,5.00,5.00,5.00,5.00,5.00,3.00,4.00,5.00,5.00,3.00,2.00,1.00,4.00,5.00,5.00,5.00,5.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,5.00,5.00,4.00,3.00,1.00,5.00,2.00,2.00,5.00,3.00,3.00,4.00,4.00,3.00,4.00,4.00,3.00,4.00,3.00,Male,32.00,white,single,6300.00,3.00,social_sciences_arts_education
191.00,4.00,4.00,5.00,4.00,4.00,4.00,4.00,5.00,5.00,5.00,4.00,5.00,4.00,3.00,5.00,4.00,4.00,2.00,2.00,2.00,4.00,4.00,3.00,5.00,3.00,4.00,1.00,1.00,3.00,1.00,1.00,1.00,2.00,1.00,2.00,1.00,2.00,2.00,1.00,1.00,3.00,5.00,5.00,5.00,3.00,2.00,5.00,3.00,5.00,5.00,4.00,3.00,5.00,5.00,4.00,3.00,4.00,4.00,3.00,4.00,Female,18.00,brown,single,2000.00,4.00,social_sciences_arts_education
192.00,5.00,4.00,5.00,5.00,4.00,5.00,5.00,4.00,4.00,4.00,3.00,4.00,4.00,3.00,3.00,2.00,3.00,1.00,3.00,3.00,4.00,4.00,5.00,4.00,4.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,4.00,6.00,5.00,1.00,4.00,5.00,5.00,5.00,4.00,3.00,5.00,4.00,5.00,4.00,2.00,3.00,3.00,4.00,3.00,2.00,3.00,2.00,3.00,1.00,Male,18.00,white,single,6000.00,4.00,social_sciences_arts_education
193.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,3.00,4.00,5.00,5.00,3.00,5.00,4.00,5.00,5.00,4.00,5.00,4.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,5.00,5.00,4.00,2.00,1.00,2.00,2.00,1.00,4.00,2.00,2.00,3.00,3.00,3.00,2.00,3.00,2.00,2.00,3.00,Male,20.00,white,single,3000.00,6.00,social_sciences_arts_education
194.00,2.00,4.00,5.00,3.00,4.00,5.00,3.00,5.00,5.00,4.00,5.00,2.00,4.00,2.00,5.00,5.00,5.00,4.00,4.00,2.00,4.00,4.00,5.00,3.00,2.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,3.00,4.00,2.00,5.00,4.00,4.00,3.00,5.00,4.00,4.00,3.00,3.00,5.00,5.00,3.00,2.00,2.00,4.00,3.00,4.00,4.00,4.00,3.00,2.00,3.00,4.00,Male,20.00,black,single,6000.00,2.00,exact_ biological_sciences
195.00,2.00,4.00,5.00,2.00,4.00,5.00,4.00,4.00,4.00,5.00,4.00,4.00,3.00,5.00,4.00,5.00,3.00,3.00,4.00,3.00,5.00,4.00,4.00,4.00,3.00,4.00,2.00,1.00,1.00,2.00,2.00,1.00,1.00,2.00,2.00,1.00,1.00,3.00,5.00,2.00,4.00,5.00,5.00,4.00,3.00,1.00,4.00,3.00,2.00,2.00,3.00,2.00,5.00,3.00,5.00,4.00,3.00,4.00,2.00,5.00,Male,19.00,brown,single,9000.00,4.00,exact_ biological_sciences
196.00,4.00,5.00,5.00,4.00,5.00,5.00,2.00,5.00,5.00,4.00,4.00,4.00,4.00,3.00,5.00,5.00,5.00,3.00,4.00,3.00,5.00,4.00,5.00,4.00,4.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,2.00,2.00,1.00,7.00,2.00,2.00,4.00,5.00,5.00,4.00,4.00,1.00,4.00,2.00,4.00,3.00,2.00,2.00,3.00,5.00,4.00,3.00,2.00,3.00,2.00,4.00,Female,19.00,white,single,10000.00,6.00,exact_ biological_sciences
197.00,4.00,4.00,4.00,3.00,4.00,5.00,3.00,4.00,5.00,5.00,5.00,5.00,5.00,3.00,5.00,5.00,5.00,5.00,2.00,2.00,5.00,3.00,2.00,2.00,5.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,4.00,5.00,4.00,5.00,2.00,4.00,5.00,1.00,4.00,3.00,2.00,2.00,4.00,2.00,2.00,5.00,3.00,4.00,2.00,Female,58.00,white,single,5600.00,2.00,social_sciences_arts_education
198.00,2.00,2.00,1.00,1.00,3.00,3.00,4.00,4.00,5.00,4.00,4.00,4.00,2.00,1.00,2.00,2.00,3.00,2.00,1.00,1.00,5.00,5.00,5.00,5.00,3.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,5.00,1.00,1.00,2.00,4.00,3.00,3.00,1.00,1.00,1.00,2.00,1.00,2.00,2.00,3.00,2.00,2.00,4.00,3.00,3.00,4.00,2.00,4.00,Male,24.00,indigenous,single,6000.00,3.00,exact_ biological_sciences
199.00,5.00,5.00,4.00,3.00,3.00,3.00,3.00,4.00,5.00,4.00,3.00,3.00,3.00,2.00,4.00,3.00,3.00,2.00,3.00,2.00,4.00,3.00,4.00,3.00,3.00,3.00,1.00,4.00,3.00,4.00,1.00,1.00,4.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,3.00,4.00,4.00,3.00,4.00,3.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,Female,23.00,white,single,2000.00,4.00,social_sciences_arts_education
200.00,2.00,5.00,4.00,2.00,1.00,2.00,2.00,1.00,4.00,3.00,5.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,5.00,5.00,4.00,5.00,2.00,3.00,4.00,4.00,7.00,5.00,6.00,3.00,5.00,4.00,4.00,3.00,1.00,6.00,6.00,3.00,1.00,2.00,4.00,3.00,1.00,4.00,2.00,2.00,1.00,1.00,5.00,4.00,5.00,5.00,5.00,5.00,4.00,2.00,5.00,4.00,Male,25.00,brown,single,5000.00,3.00,exact_ biological_sciences
