df_hora,tcle,prof_educao_basica,atuou_meses,dass1,dass2,dass3,dass4,dass5,dass6,dass7,dass8,dass9,dass10,dass11,dass12,dass13,dass14,dass15,dass16,dass17,dass18,dass19,dass20,dass21,n_escolas,eactd1,eactd2,eactd3,eactd4,eactd5,eactd6,eactd7,eactd8,eactd9,eactd10,eactd11,eactd12,eactd13,eactd14,eactd15,eactd16,eactd17,eactd18,eactd19,eactd20,eactd21,eactd22,eactd23,eactd24,eactd25,eactd26,eactd27,eactd28,eactd29,eactd30,eactd31,eactd32,eactd33,eactd34,eactd35,eactd36,eactd37,eactd38,eactd39,eactd40,eactd41,eactd42,eactd43,eactd44,eactd45,eactd46,eactd47,eactd48,eactd49,eactd50,eactd51,eactd52,eactd53,eactd54,eactd55,eactd56,eactd57,eactd58,ehelde1,ehelde2,ehelde3,ehelde4,ehelde5,ehelde6,ehelde7,ehelde8,ehelde9,ehelde10,ehelde11,ehelde12,ehelde13,ehelde14,ehelde15,ehelde16,ehelde17,ehelde18,ehelde19,ehelde20,ehelde21,ehelde22,ehelde23,ehelde24,ehelde25,ehelde26,ehelde27,ehelde28,ehelde29,ehelde30,ehelde31,ehelde32,ehelde33,ehelde34,ehelde35,ehelde36,ehelde37,ehelde38,ehelde39,ehelde40,ehelde41,ehelde42,ehelde43,ehelde44,ehelde45,ehelde46,ehelde47,ehelde48,ehelde49,ehelde50,ehelde51,ehelde52,ehelde53,ehelde54,idade,sexo,genero,corraca,estadocivil,escolaridade,rendafamiliar,deprenda,ndeensino,contrato,deficiencia,meioescola,estado,rede,tempoexperiencia
2023-06-29T10:31:58Z,Sim,Sim,Sim,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1 Escola,5,3,3,5,3,4,1,5,4,4,4,4,5,3,5,5,3,5,2,5,2,2,5,2,3,3,2,3,4,4,2,4,2,4,3,4,3,5,1,3,5,3,2,5,3,1,3,3,3,3,3,3,3,2,4,2,1,2,7,6,7,6,6,5,6,7,4,8,8,7,4,7,7,6,8,6,7,8,7,8,7,7,7,7,7,7,6,7,7,5,7,8,7,8,8,7,7,6,6,7,6,7,7,6,6,7,6,6,7,8,7,6,38,Feminino,Mulher cis,Branco,Solteiro(a),Curso superior completo,2200,1,Fundamental I (Anos iniciais do Ensino Fundamental),Efetivo/Concursado,Não,Urbano,Ceará,Municipal (pública),10
2023-06-27T02:17:18Z,Sim,Sim,Sim,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 Escolas,4,3,2,5,5,3,1,4,5,4,5,1,2,1,2,5,2,2,4,4,4,4,4,2,2,5,2,3,2,5,2,2,4,2,5,1,2,5,2,4,4,3,1,5,4,1,2,3,5,1,4,5,5,3,1,3,1,3,1,1,1,5,5,1,1,3,1,4,1,1,5,4,1,1,4,1,1,2,1,1,1,3,1,3,3,3,1,1,1,1,1,1,2,1,1,9,1,1,1,4,3,1,1,2,1,1,1,1,5,5,3,2,42,Masculino,Homem cis,Preto,União estável,Mestrado,6000,3,Fundamental I (Anos iniciais do Ensino Fundamental),Efetivo/Concursado,Não,Rural;Urbano,Bahia,Municipal (pública),10
2023-07-18T01:07:24Z,Sim,Sim,Sim,1,0,1,1,0,2,2,3,3,2,1,1,1,1,1,1,1,1,1,2,1,1 Escola,3,3,4,2,5,4,3,3,3,2,5,1,2,2,3,4,3,2,3,3,4,4,2,3,2,2,3,2,3,3,1,2,3,2,2,2,3,4,1,3,3,3,2,3,3,1,3,3,3,5,3,4,3,3,1,3,3,4,8,5,8,8,8,9,9,9,5,9,9,8,2,8,9,9,8,8,9,6,6,9,8,8,8,8,1,8,8,7,8,8,7,9,2,9,8,9,9,9,9,8,9,1,9,9,6,8,3,7,9,8,8,7,36,Feminino,Mulher cis,Pardo,Solteiro(a),Especialização,2000,3,Educação Infantil,Temporário/Substituto,Não,Rural,Ceará,Municipal (pública),6
2023-08-03T08:47:57Z,Sim,Sim,Sim,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1 Escola,4,4,3,3,1,3,3,4,3,3,4,4,4,5,4,4,4,5,4,3,5,3,4,1,5,5,2,5,4,3,2,3,3,3,2,5,3,3,4,4,1,4,4,3,2,1,2,5,1,4,2,4,2,5,4,4,3,3,5,6,7,7,8,8,8,9,1,7,6,6,2,8,7,6,9,7,8,8,6,8,7,6,7,7,7,8,8,8,7,7,7,9,7,8,9,6,9,7,8,7,9,1,8,7,9,8,6,5,8,3,8,8,44,Masculino,Homem cis,Branco,Solteiro(a),Curso superior completo,8000,2,Ensino Médio,Efetivo/Concursado,Não,Urbano,Ceará,Estadual (pública),19
2023-07-18T07:13:18Z,Sim,Sim,Sim,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1 Escola,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,22,Masculino,Homem cis,Pardo,Solteiro(a),Curso superior incompleto,1500,2,Educação Infantil,Temporário/Substituto,Não,Urbano,Ceará,Municipal (pública),1
2023-06-29T11:17:51Z,Sim,Sim,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mais de duas escolas,3,3,4,3,1,4,4,4,5,5,5,3,1,4,3,3,2,3,3,3,1,3,3,3,3,3,3,1,5,1,3,2,1,3,5,2,2,3,3,2,3,3,4,5,2,1,3,1,3,2,2,1,1,2,3,5,1,1,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,Feminino,Mulher cis,Pardo,Solteiro(a),Curso superior completo,1300,3,Fundamental I (Anos iniciais do Ensino Fundamental);Ensino Médio,Temporário/Substituto,Não,Urbano,Ceará,Estadual (pública),9
2023-06-27T06:37:29Z,Sim,Sim,Sim,3,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,3,1,2,0,2 Escolas,3,2,3,2,2,4,3,3,3,3,4,2,3,4,2,3,3,3,5,3,4,3,4,3,5,5,3,5,2,2,2,3,3,2,2,2,3,5,2,3,3,5,3,3,3,1,3,5,5,4,3,5,5,5,3,3,1,5,4,5,5,5,9,2,3,9,9,4,5,5,5,5,5,5,9,5,1,5,5,9,5,5,5,5,5,5,5,9,5,5,5,5,5,6,7,6,9,5,3,9,9,1,8,1,1,2,3,1,9,1,5,4,41,Masculino,Homem cis,Pardo,Solteiro(a),Especialização,2000,2,Ensino Médio,Temporário/Substituto,Múltiplas,Urbano,Ceará,Estadual (pública),4
2023-07-18T01:55:22Z,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-28T08:40:25Z,Sim,Sim,Sim,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Mais de duas escolas,4,5,3,5,2,4,2,4,5,5,4,3,5,3,4,5,4,2,2,4,5,2,5,2,2,2,1,3,4,4,2,5,3,4,3,4,5,4,3,2,3,3,2,5,3,1,2,3,3,2,4,4,3,5,4,3,2,3,8,9,8,9,6,9,8,9,1,8,7,7,7,7,9,9,7,6,8,9,7,9,8,8,7,8,7,7,8,9,8,7,7,8,7,7,9,3,9,9,9,9,8,1,8,4,4,8,6,7,8,8,8,5,39,Masculino,Hetero,Pardo,Casado(a),Especialização,6000,3,Fundamental II (Anos finais do Ensino Fundamental);Ensino Médio,Efetivo/Concursado,Não,Urbano,Paraíba,Estadual (pública),16
2023-07-18T11:53:06Z,Sim,Sim,Sim,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1 Escola,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,25,Feminino,Mulher cis,Branco,Solteiro(a),Especialização,1280,3,Educação Infantil,Temporário/Substituto,Não,Urbano,Piauí,Municipal (pública),1
2023-07-18T10:17:57Z,Sim,Sim,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 Escola,5,3,4,3,3,4,1,4,5,3,4,3,5,3,4,5,2,4,3,5,1,1,5,2,3,2,1,3,5,3,1,5,1,4,4,2,4,1,1,3,2,2,3,5,5,1,2,1,3,4,3,5,3,3,5,2,1,3,7,5,5,5,9,5,9,9,1,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,39,Masculino,Homem cis,Preto,Solteiro(a),Especialização,5000,3,Fundamental II (Anos finais do Ensino Fundamental),Temporário/Substituto,Não,Urbano,Maranhão,Municipal (pública),7
2023-07-30T10:49:37Z,Sim,Sim,Sim,1,1,1,1,3,2,1,1,3,3,3,3,3,0,1,3,3,3,3,3,0,2 Escolas,1,3,4,3,5,4,2,2,4,3,4,1,2,5,3,5,5,5,4,1,5,4,3,5,5,5,5,5,1,1,3,3,5,1,3,3,3,3,5,2,3,5,3,3,3,1,3,5,5,3,2,3,3,3,5,5,1,1,5,3,8,5,1,1,6,9,6,7,5,7,2,8,5,5,4,5,5,5,1,5,5,8,5,8,7,6,5,5,4,5,4,9,4,9,9,5,5,5,5,5,9,1,6,4,3,3,4,4,9,4,4,5,45,Feminino,Mulher cis,Pardo,Casado(a),Especialização,3960,2,Fundamental I (Anos iniciais do Ensino Fundamental);Atendimento Educacional Especializado (AEE),Temporário/Substituto,Não,Urbano,Mato Grosso do Sul,Municipal (pública);Estadual (pública),5
2023-07-18T11:32:02Z,Sim,Sim,Sim,0,0,0,0,1,1,0,1,0,0,2,2,2,2,2,1,1,2,1,1,0,1 Escola,4,4,4,4,4,3,2,4,4,4,5,3,3,4,3,4,3,3,3,4,4,3,4,2,4,4,2,4,4,3,2,3,4,4,5,4,4,3,4,3,3,3,1,4,3,1,3,5,4,4,2,4,4,4,4,4,1,3,8,8,8,8,5,5,9,9,1,9,9,6,1,8,9,9,8,6,7,7,6,8,5,5,7,8,7,6,6,8,6,6,6,8,8,9,9,2,8,8,8,8,8,1,8,7,7,7,8,7,6,6,8,7,42,Feminino,Mulher cis,Branco,Casado(a),Mestrado,7000,2,Ensino Médio,Efetivo/Concursado,Não,Urbano,Ceará,Estadual (pública),19
2023-06-27T04:16:27Z,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-27T04:59:20Z,Sim,Sim,Sim,1,0,0,1,1,1,1,1,1,0,1,3,0,0,2,0,0,0,0,1,0,1 Escola,4,1,1,5,2,4,2,5,5,2,5,5,2,1,5,5,2,4,4,3,3,3,3,3,2,1,2,1,5,3,1,3,2,3,1,4,1,1,1,4,5,2,5,5,2,1,1,2,2,1,4,1,1,2,5,4,1,2,1,1,2,1,1,1,1,1,3,1,1,3,5,3,3,3,1,1,1,1,1,1,1,1,1,9,1,1,1,6,1,1,1,9,1,5,5,5,5,1,1,5,5,5,1,1,1,1,1,1,5,1,1,1,37,Feminino,Mulher cis,Branco,Casado(a),Especialização,10000,3,Ensino Médio,Efetivo/Concursado,Não,Urbano,São Paulo,Estadual (pública);Privada,12
2023-07-18T11:29:09Z,Sim,Sim,Sim,3,2,3,2,2,0,1,1,0,1,2,3,1,0,1,0,3,3,3,3,3,1 Escola,3,5,5,5,3,2,1,3,5,5,5,4,5,5,3,3,3,4,2,5,5,5,5,2,4,5,5,5,5,3,5,5,5,5,3,3,5,4,4,1,5,5,3,5,5,1,2,5,4,2,3,2,3,5,2,5,2,4,9,9,9,9,4,9,9,9,1,9,9,9,1,9,9,9,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,38,Masculino,Prefiro não responder,Pardo,Divorciado(a),Especialização,3800,NA,Educação Infantil;Fundamental I (Anos iniciais do Ensino Fundamental);Educação de Jovens e Adultos (EJA),Temporário/Substituto,Não,Urbano,Maranhão,Municipal (pública),13
2023-07-20T04:10:19Z,Sim,Sim,Sim,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2 Escolas,3,5,4,3,3,3,3,3,3,5,1,1,1,5,2,3,1,3,5,3,3,2,2,2,4,2,5,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,4,4,2,3,3,3,3,3,3,3,2,3,3,3,3,4,8,7,8,7,6,8,6,6,7,9,7,8,6,6,8,5,7,7,5,6,8,9,6,9,8,6,5,7,8,7,5,8,7,7,8,5,5,8,9,7,7,7,7,6,7,3,4,8,8,7,7,5,8,47,Feminino,Mulher cis,Pardo,Solteiro(a),Curso superior completo,1300,4,Educação Infantil,Temporário/Substituto,Não,Urbano,Ceará,Municipal (pública),7
2023-07-19T02:02:10Z,Sim,Sim,Sim,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1 Escola,5,5,5,5,4,4,4,3,5,1,5,1,5,5,1,1,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5,4,4,4,5,5,6,6,7,6,5,7,6,6,7,6,6,6,5,5,6,6,6,7,3,7,7,7,7,7,6,7,7,7,8,7,7,7,7,6,6,6,6,7,7,7,7,7,6,6,7,6,6,6,6,7,6,6,6,6,31,Feminino,Mulher cis,Preto,Casado(a),Especialização,4000,6,Educação Infantil,Efetivo/Concursado,Não,Urbano,Bahia,Municipal (pública),14
2023-08-07T03:17:27Z,Sim,Sim,Sim,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1 Escola,5,4,3,4,4,4,3,3,3,2,5,4,3,4,3,4,4,4,3,3,4,3,4,2,4,4,3,4,2,4,3,3,3,3,3,2,3,5,3,3,3,3,3,4,3,2,2,4,4,3,4,5,4,4,1,4,3,3,2,2,2,3,9,2,2,8,8,1,5,1,8,6,5,5,8,1,5,1,4,3,4,4,4,5,3,2,5,5,3,1,1,3,2,6,7,8,5,5,5,5,5,6,5,3,5,5,3,5,7,5,4,5,40,Feminino,Mulher cis,Branco,Solteiro(a),Especialização,8000,2,Fundamental I (Anos iniciais do Ensino Fundamental);Fundamental II (Anos finais do Ensino Fundamental),Efetivo/Concursado,Não,Urbano,Tocantins,Municipal (pública),15
2023-06-27T02:55:08Z,Sim,Sim,Sim,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1 Escola,5,5,3,2,3,3,3,4,5,5,5,1,5,2,2,1,3,3,3,5,3,2,5,1,5,3,1,5,5,2,2,5,2,5,1,1,5,1,2,1,3,3,5,5,5,3,3,3,3,5,5,3,1,3,5,5,1,1,9,9,9,9,9,9,9,9,1,9,9,9,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,1,9,5,8,9,9,9,9,8,9,9,47,Feminino,Mulher cis,Pardo,União estável,Especialização,4500,5,Fundamental II (Anos finais do Ensino Fundamental),Temporário/Substituto,Não,Urbano,Maranhão,Estadual (pública),20
2023-07-10T01:06:42Z,Sim,Sim,Sim,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1 Escola,3,1,4,5,5,4,5,2,3,3,3,2,3,3,2,2,2,3,3,3,3,3,2,4,3,4,1,3,3,3,4,4,4,3,3,3,3,3,3,4,4,3,4,3,3,4,4,3,4,3,4,3,4,3,4,3,3,5,2,2,2,2,3,3,3,3,2,3,2,2,2,3,2,3,3,2,2,3,2,3,3,3,2,3,2,2,2,2,3,3,3,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,40,Feminino,Mulher,Pardo,União estável,Especialização,4700,5,Fundamental I (Anos iniciais do Ensino Fundamental),Efetivo/Concursado,Não,Urbano,Goiás,Municipal (pública),12
2023-07-18T05:42:20Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-15T12:06:23Z,Sim,Sim,Sim,1,0,1,0,2,1,1,1,2,1,1,1,3,1,1,3,2,2,1,1,2,1 Escola,5,4,3,4,2,1,3,4,4,4,2,3,3,2,4,4,3,2,1,2,3,1,4,2,1,2,2,2,4,3,1,4,2,4,2,2,3,1,1,1,4,2,4,4,4,1,2,1,3,3,3,1,2,2,4,3,1,2,9,9,9,9,1,9,9,9,1,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,1,5,9,9,9,5,1,9,9,5,4,9,9,1,9,9,9,45,Feminino,Hetero,Pardo,Solteiro(a),Especialização,8000,2,Fundamental II (Anos finais do Ensino Fundamental),Efetivo/Concursado,Não,Urbano,Pará,Municipal (pública),23
2023-07-18T06:31:24Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-26T10:52:29Z,Sim,Sim,Sim,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2 Escolas,4,5,4,5,5,2,1,3,5,4,3,3,5,2,3,5,4,3,2,5,2,2,4,5,3,4,3,5,3,3,2,4,2,3,2,4,4,3,4,1,3,3,4,4,4,1,3,4,4,4,4,4,3,3,5,3,2,3,9,9,9,9,3,9,9,9,1,9,9,9,1,9,9,9,3,2,9,9,7,9,9,9,9,9,9,9,9,8,9,9,9,9,9,7,9,1,9,9,9,9,9,1,9,9,7,9,9,6,5,9,9,9,41,Masculino,Homem cis,Pardo,União estável,Mestrado,10000,4,Ensino Médio;Educação de Jovens e Adultos (EJA),Efetivo/Concursado,Não,Urbano,Ceará,Estadual (pública),18
2023-07-09T05:42:45Z,Sim,Sim,Sim,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,2 Escolas,4,4,4,4,2,3,5,3,4,3,3,5,4,3,4,3,3,3,2,4,5,3,4,2,3,4,2,4,4,4,2,5,4,3,3,3,4,3,3,3,4,3,4,4,3,3,3,3,2,4,4,3,2,2,5,3,3,4,7,7,7,8,3,8,8,7,3,7,7,8,2,8,6,8,4,8,8,8,8,7,8,7,7,8,7,8,8,7,7,7,7,7,7,7,7,3,7,8,7,8,7,3,8,6,7,7,7,7,7,7,7,7,59,Masculino,masculino,Pardo,Casado(a),Curso superior completo,5000,3,Fundamental I (Anos iniciais do Ensino Fundamental);Educação de Jovens e Adultos (EJA),Efetivo/Concursado,Não,Urbano,São Paulo,Municipal (pública),24
2023-07-18T12:44:34Z,Sim,Sim,Sim,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,Mais de duas escolas,3,4,3,3,3,3,2,4,4,3,4,3,4,3,3,3,3,3,2,3,4,3,3,2,3,3,2,3,4,4,1,3,3,4,3,3,3,2,3,2,4,3,3,4,3,2,3,3,3,4,4,3,2,2,4,3,2,2,9,9,9,9,7,8,9,9,1,9,8,9,1,9,9,9,7,8,9,9,8,9,9,9,8,9,8,9,9,8,9,9,9,9,8,9,9,7,9,9,9,8,9,1,9,9,7,9,9,9,8,9,9,9,36,Feminino,Mulher cis,Amarelo,Solteiro(a),Especialização,3500,2,Fundamental II (Anos finais do Ensino Fundamental),Temporário/Substituto,Não,Rural,Ceará,Municipal (pública),7
2023-07-18T02:29:06Z,Sim,Sim,Sim,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1 Escola,5,4,3,5,1,2,1,4,4,4,3,5,5,3,4,5,2,3,2,4,3,3,3,2,2,3,1,2,5,5,1,4,3,4,1,3,4,1,1,2,4,3,5,5,4,1,3,3,5,4,4,2,1,3,2,2,3,3,8,9,7,7,8,8,8,8,1,6,8,7,1,8,8,8,1,6,8,7,7,8,7,9,8,8,8,6,6,7,6,6,7,8,6,6,7,1,7,7,7,8,7,1,8,8,7,6,7,6,7,7,8,8,50,Feminino,Mulher cis,Preto,Solteiro(a),Especialização,4000,3,Fundamental I (Anos iniciais do Ensino Fundamental),Efetivo/Concursado,Não,Urbano,Minas Gerais,Municipal (pública),9
2023-06-27T08:08:12Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-28T10:34:35Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-29T09:22:31Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-18T12:27:17Z,Sim,Sim,Sim,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,2 Escolas,2,2,4,4,4,4,5,3,2,2,4,3,2,5,3,2,5,3,2,2,4,4,3,4,4,5,5,5,4,2,3,2,2,2,3,3,2,3,2,3,2,3,1,2,2,2,3,4,3,1,1,1,2,3,1,1,2,4,3,4,4,3,4,3,3,3,4,5,5,5,5,5,3,4,5,4,4,4,3,2,4,3,3,5,4,4,4,4,4,4,4,4,5,4,5,5,4,3,4,4,5,3,3,4,4,4,3,6,5,6,5,4,40,Feminino,Mulher cis,Branco,Casado(a),Especialização,4000,5,Educação Infantil;Fundamental I (Anos iniciais do Ensino Fundamental),Temporário/Substituto,Não,Rural;Urbano,Ceará,Municipal (pública),14
